,Date,NumberofGames,DayofWeek,VisitingTeam,HomeTeam,DayNight,Attendance
1605,20070802,0,Thu,NYN,MIL,D,41704.0
1606,20070802,0,Thu,SLN,PIT,D,19132.0
1607,20070802,0,Thu,ARI,SDN,D,37119.0
1608,20070802,0,Thu,CIN,WAS,N,26223.0
1609,20070802,0,Thu,BAL,BOS,D,36457.0
1610,20070802,0,Thu,TEX,CLE,D,27250.0
1611,20070802,0,Thu,CHA,NYA,D,54869.0
1612,20070802,0,Thu,ANA,OAK,N,21654.0
1613,20070803,0,Fri,COL,ATL,N,37481.0
1614,20070803,0,Fri,NYN,CHN,D,41512.0
1615,20070803,0,Fri,HOU,FLO,N,15226.0
1616,20070803,0,Fri,ARI,LAN,N,51582.0
1617,20070803,0,Fri,PHI,MIL,N,39483.0
1618,20070803,0,Fri,CIN,PIT,N,22874.0
1619,20070803,0,Fri,SFN,SDN,N,43523.0
1620,20070803,0,Fri,SLN,WAS,N,27992.0
1621,20070803,0,Fri,CHA,DET,N,42066.0
1622,20070803,0,Fri,CLE,MIN,N,31664.0
1623,20070803,0,Fri,KCA,NYA,N,54246.0
1624,20070803,0,Fri,ANA,OAK,N,21552.0
1625,20070803,0,Fri,BOS,SEA,N,46235.0
1626,20070803,0,Fri,BAL,TBA,N,15542.0
1627,20070803,0,Fri,TEX,TOR,N,23777.0
1628,20070804,0,Sat,COL,ATL,N,50647.0
1629,20070804,0,Sat,NYN,CHN,D,41412.0
1630,20070804,0,Sat,HOU,FLO,N,22112.0
1631,20070804,0,Sat,ARI,LAN,N,52921.0
1632,20070804,0,Sat,PHI,MIL,N,42126.0
1633,20070804,0,Sat,CIN,PIT,N,33466.0
1634,20070804,0,Sat,SFN,SDN,N,42497.0
1635,20070804,0,Sat,SLN,WAS,N,29252.0
1636,20070804,0,Sat,CHA,DET,N,42907.0
1637,20070804,0,Sat,CLE,MIN,D,33663.0
1638,20070804,0,Sat,KCA,NYA,D,54056.0
1639,20070804,0,Sat,ANA,OAK,D,29144.0
1640,20070804,0,Sat,BOS,SEA,N,46313.0
1641,20070804,0,Sat,BAL,TBA,N,18230.0
1642,20070804,0,Sat,TEX,TOR,D,25231.0
1643,20070805,0,Sun,COL,ATL,D,37089.0
1644,20070805,0,Sun,NYN,CHN,N,41599.0
1645,20070805,0,Sun,HOU,FLO,D,14622.0
1646,20070805,0,Sun,ARI,LAN,D,48803.0
1647,20070805,0,Sun,PHI,MIL,D,43716.0
1648,20070805,0,Sun,SFN,SDN,D,42438.0
1649,20070805,0,Sun,SLN,WAS,D,33517.0
1650,20070805,0,Sun,CHA,DET,D,39778.0
1651,20070805,0,Sun,CLE,MIN,D,38334.0
1652,20070805,0,Sun,KCA,NYA,D,54525.0
1653,20070805,0,Sun,ANA,OAK,D,26782.0
1654,20070805,0,Sun,BOS,SEA,D,46377.0
1655,20070805,0,Sun,BAL,TBA,D,19845.0
1656,20070805,0,Sun,TEX,TOR,D,29593.0
1657,20070806,0,Mon,MIL,COL,N,29555.0
1658,20070806,0,Mon,CHN,HOU,N,36459.0
1659,20070806,0,Mon,WAS,SFN,N,43052.0
1660,20070806,0,Mon,SDN,SLN,N,42743.0
1661,20070806,0,Mon,BOS,ANA,N,44142.0
1662,20070806,0,Mon,TBA,DET,N,39289.0
1663,20070806,0,Mon,CLE,MIN,N,28314.0
1664,20070806,0,Mon,OAK,TEX,N,24737.0
1665,20070806,0,Mon,NYA,TOR,D,42714.0
1666,20070807,0,Tue,PIT,ARI,N,25340.0
1667,20070807,0,Tue,LAN,CIN,N,22057.0
1668,20070807,0,Tue,MIL,COL,N,30280.0
1669,20070807,0,Tue,CHN,HOU,N,37561.0
1670,20070807,0,Tue,ATL,NYN,N,52177.0
1671,20070807,0,Tue,FLO,PHI,N,32791.0
1672,20070807,0,Tue,WAS,SFN,N,43154.0
1673,20070807,0,Tue,SDN,SLN,N,42846.0
1674,20070807,0,Tue,BOS,ANA,N,44177.0
1675,20070807,0,Tue,SEA,BAL,N,25060.0
1676,20070807,0,Tue,CLE,CHA,N,32315.0
1677,20070807,0,Tue,TBA,DET,N,35288.0
1678,20070807,0,Tue,MIN,KCA,N,15648.0
1679,20070807,0,Tue,OAK,TEX,N,25122.0
1680,20070807,0,Tue,NYA,TOR,N,38078.0
1681,20070808,0,Wed,PIT,ARI,N,23082.0
1682,20070808,0,Wed,LAN,CIN,N,20462.0
1683,20070808,0,Wed,MIL,COL,D,26613.0
1684,20070808,0,Wed,CHN,HOU,N,41655.0
1685,20070808,0,Wed,ATL,NYN,N,51749.0
1686,20070808,0,Wed,FLO,PHI,N,34139.0
1687,20070808,0,Wed,WAS,SFN,N,42991.0
1688,20070808,0,Wed,SDN,SLN,N,42138.0
1689,20070808,0,Wed,BOS,ANA,N,44243.0
1690,20070808,0,Wed,SEA,BAL,N,17511.0
1691,20070808,0,Wed,CLE,CHA,N,33147.0
1692,20070808,0,Wed,TBA,DET,N,37777.0
1693,20070808,0,Wed,MIN,KCA,N,21503.0
1694,20070808,0,Wed,OAK,TEX,N,29647.0
1695,20070808,0,Wed,NYA,TOR,N,40811.0
1696,20070809,0,Thu,PIT,ARI,N,22316.0
1697,20070809,0,Thu,LAN,CIN,D,25965.0
1698,20070809,0,Thu,CHN,COL,N,40738.0
1699,20070809,0,Thu,ATL,NYN,D,52425.0
1700,20070809,0,Thu,FLO,PHI,N,37009.0
1701,20070809,0,Thu,WAS,SFN,D,41555.0
1702,20070809,0,Thu,SDN,SLN,N,42848.0
1703,20070809,0,Thu,SEA,BAL,N,18679.0
1704,20070809,0,Thu,CLE,CHA,N,36399.0
1705,20070809,0,Thu,TBA,DET,D,38789.0
1706,20070809,0,Thu,MIN,KCA,D,14569.0
1707,20070810,0,Fri,WAS,ARI,N,31110.0
1708,20070810,0,Fri,SDN,CIN,N,21594.0
1709,20070810,0,Fri,CHN,COL,N,41282.0
1710,20070810,0,Fri,MIL,HOU,N,40211.0
1711,20070810,0,Fri,FLO,NYN,N,48516.0
1712,20070810,0,Fri,ATL,PHI,N,40844.0
1713,20070810,0,Fri,PIT,SFN,N,41923.0
1714,20070810,0,Fri,LAN,SLN,N,44595.0
1715,20070810,0,Fri,MIN,ANA,N,43810.0
1716,20070810,0,Fri,BOS,BAL,N,48993.0
1717,20070810,0,Fri,SEA,CHA,N,38586.0
1718,20070810,0,Fri,NYA,CLE,N,41675.0
1719,20070810,0,Fri,OAK,DET,N,40922.0
1720,20070810,0,Fri,TOR,KCA,N,21276.0
1721,20070810,0,Fri,TBA,TEX,N,28314.0
1722,20070811,0,Sat,WAS,ARI,N,33121.0
1723,20070811,0,Sat,SDN,CIN,D,27381.0
1724,20070811,0,Sat,CHN,COL,N,48095.0
1725,20070811,0,Sat,MIL,HOU,N,41461.0
1726,20070811,0,Sat,FLO,NYN,N,50773.0
1727,20070811,0,Sat,ATL,PHI,N,44948.0
1728,20070811,0,Sat,PIT,SFN,D,43105.0
1729,20070811,0,Sat,LAN,SLN,D,44260.0
1730,20070811,0,Sat,MIN,ANA,N,44064.0
1731,20070811,0,Sat,BOS,BAL,D,49242.0
1732,20070811,0,Sat,SEA,CHA,N,38210.0
1733,20070811,0,Sat,NYA,CLE,N,41977.0
1734,20070811,0,Sat,OAK,DET,N,42016.0
1735,20070811,0,Sat,TOR,KCA,N,25934.0
1736,20070811,0,Sat,TBA,TEX,N,36709.0
1737,20070812,0,Sun,WAS,ARI,D,29839.0
1738,20070812,0,Sun,SDN,CIN,D,31297.0
1739,20070812,0,Sun,CHN,COL,D,39176.0
1740,20070812,0,Sun,MIL,HOU,D,43578.0
1741,20070812,0,Sun,FLO,NYN,D,51023.0
1742,20070812,0,Sun,ATL,PHI,N,45053.0
1743,20070812,0,Sun,PIT,SFN,D,41976.0
1744,20070812,0,Sun,LAN,SLN,D,45379.0
1745,20070812,0,Sun,MIN,ANA,D,43911.0
1746,20070812,0,Sun,BOS,BAL,D,48551.0
1747,20070812,0,Sun,SEA,CHA,D,36629.0
1748,20070812,0,Sun,NYA,CLE,D,41612.0
1749,20070812,0,Sun,OAK,DET,D,39960.0
1750,20070812,0,Sun,TOR,KCA,N,18381.0
1751,20070812,0,Sun,TBA,TEX,N,24042.0
1752,20070813,0,Mon,HOU,LAN,N,49511.0
1753,20070813,1,Mon,SFN,PIT,N,0.0
1754,20070813,2,Mon,SFN,PIT,N,25434.0
1755,20070813,0,Mon,TBA,BOS,N,36808.0
1756,20070813,0,Mon,OAK,DET,N,37229.0
1757,20070813,0,Mon,TOR,KCA,N,14845.0
1758,20070813,0,Mon,BAL,NYA,N,54398.0
1759,20070813,0,Mon,MIN,SEA,N,37902.0
1760,20070814,0,Tue,SFN,ATL,N,36186.0
1761,20070814,0,Tue,CIN,CHN,N,40750.0
1762,20070814,0,Tue,ARI,FLO,N,10610.0
1763,20070814,0,Tue,HOU,LAN,N,49399.0
1764,20070814,0,Tue,SLN,MIL,N,37518.0
1765,20070814,0,Tue,NYN,PIT,N,25277.0
1766,20070814,0,Tue,COL,SDN,N,32049.0
1767,20070814,0,Tue,PHI,WAS,N,27128.0
1768,20070814,0,Tue,TBA,BOS,N,36837.0
1769,20070814,0,Tue,DET,CLE,N,37570.0
1770,20070814,0,Tue,BAL,NYA,N,52567.0
1771,20070814,0,Tue,CHA,OAK,N,24082.0
1772,20070814,0,Tue,MIN,SEA,N,33729.0
1773,20070814,0,Tue,KCA,TEX,N,23906.0
1774,20070814,0,Tue,ANA,TOR,N,31978.0
1775,20070815,0,Wed,SFN,ATL,N,33841.0
1776,20070815,0,Wed,CIN,CHN,N,40162.0
1777,20070815,0,Wed,ARI,FLO,N,11472.0
1778,20070815,0,Wed,HOU,LAN,N,49098.0
1779,20070815,0,Wed,SLN,MIL,N,33404.0
1780,20070815,0,Wed,NYN,PIT,N,18241.0
1781,20070815,0,Wed,COL,SDN,N,36864.0
1782,20070815,0,Wed,PHI,WAS,N,25575.0
1783,20070815,0,Wed,TBA,BOS,D,36413.0
1784,20070815,0,Wed,DET,CLE,N,39250.0
1785,20070815,0,Wed,BAL,NYA,D,53363.0
1786,20070815,0,Wed,CHA,OAK,N,25295.0
1787,20070815,0,Wed,MIN,SEA,D,42921.0
1788,20070815,0,Wed,KCA,TEX,N,24529.0
1789,20070815,0,Wed,ANA,TOR,N,30353.0
1790,20070816,0,Thu,SFN,ATL,N,36419.0
1791,20070816,0,Thu,CIN,CHN,D,40372.0
1792,20070816,0,Thu,ARI,FLO,N,11516.0
1793,20070816,0,Thu,HOU,LAN,N,48128.0
1794,20070816,0,Thu,SLN,MIL,D,36062.0
1795,20070816,0,Thu,NYN,PIT,N,36447.0
1796,20070816,0,Thu,COL,SDN,N,28198.0
1797,20070816,0,Thu,PHI,WAS,N,27308.0
1798,20070816,0,Thu,DET,NYA,N,53914.0
1799,20070816,0,Thu,CHA,OAK,D,20218.0
1800,20070816,0,Thu,KCA,TEX,N,22674.0
1801,20070816,0,Thu,ANA,TOR,N,27861.0
1802,20070817,0,Fri,ARI,ATL,N,33248.0
1803,20070817,0,Fri,SLN,CHN,D,41634.0
1804,20070817,0,Fri,SFN,FLO,N,25079.0
1805,20070817,0,Fri,COL,LAN,N,48072.0
1806,20070817,0,Fri,CIN,MIL,N,41008.0
1807,20070817,0,Fri,PHI,PIT,N,37072.0
1808,20070817,0,Fri,HOU,SDN,N,32063.0
1809,20070817,0,Fri,NYN,WAS,N,23636.0
1810,20070817,1,Fri,ANA,BOS,D,36686.0
1811,20070817,2,Fri,ANA,BOS,N,36538.0
1812,20070817,0,Fri,TEX,MIN,N,30924.0
1813,20070817,0,Fri,DET,NYA,N,54290.0
1814,20070817,0,Fri,KCA,OAK,N,18185.0
1815,20070817,0,Fri,CHA,SEA,N,46170.0
1816,20070817,0,Fri,CLE,TBA,N,15343.0
1817,20070817,0,Fri,BAL,TOR,N,25524.0
1818,20070818,0,Sat,ARI,ATL,N,48643.0
1819,20070818,0,Sat,SLN,CHN,D,41369.0
1820,20070818,0,Sat,SFN,FLO,N,42817.0
1821,20070818,0,Sat,COL,LAN,N,52508.0
1822,20070818,0,Sat,CIN,MIL,N,43087.0
1823,20070818,0,Sat,PHI,PIT,N,38152.0
1824,20070818,0,Sat,HOU,SDN,N,44272.0
1825,20070818,0,Sat,NYN,WAS,N,35157.0
1826,20070818,0,Sat,ANA,BOS,N,36652.0
1827,20070818,0,Sat,TEX,MIN,N,41037.0
1828,20070818,0,Sat,DET,NYA,D,54802.0
1829,20070818,0,Sat,KCA,OAK,N,24638.0
1830,20070818,0,Sat,CHA,SEA,N,41121.0
1831,20070818,0,Sat,CLE,TBA,N,24397.0
1832,20070818,0,Sat,BAL,TOR,D,33387.0
1833,20070819,0,Sun,ARI,ATL,D,30818.0
1834,20070819,0,Sun,SFN,FLO,D,15351.0
1835,20070819,0,Sun,COL,LAN,D,48732.0
1836,20070819,0,Sun,CIN,MIL,D,42398.0
1837,20070819,0,Sun,PHI,PIT,D,31277.0
1838,20070819,0,Sun,HOU,SDN,D,37628.0
1839,20070819,0,Sun,NYN,WAS,D,29092.0
1840,20070819,0,Sun,ANA,BOS,D,36346.0
1841,20070819,0,Sun,TEX,MIN,D,36353.0
1842,20070819,0,Sun,DET,NYA,D,55071.0
1843,20070819,0,Sun,KCA,OAK,D,26445.0
1844,20070819,0,Sun,CHA,SEA,D,45668.0
1845,20070819,0,Sun,CLE,TBA,D,22328.0
1846,20070819,0,Sun,BAL,TOR,D,38132.0
1847,20070820,0,Mon,MIL,ARI,N,26900.0
1848,20070820,0,Mon,SLN,CHN,D,40141.0
1849,20070820,0,Mon,ATL,CIN,N,24477.0
1850,20070820,0,Mon,PIT,COL,N,22682.0
1851,20070820,0,Mon,SFN,FLO,D,10907.0
1852,20070820,0,Mon,WAS,HOU,N,30374.0
1853,20070820,0,Mon,NYA,ANA,N,44249.0
1854,20070820,0,Mon,KCA,CHA,N,35391.0
1855,20070820,0,Mon,SEA,MIN,N,31755.0
1856,20070820,0,Mon,BOS,TBA,N,16843.0
1857,20070820,0,Mon,OAK,TOR,N,27193.0
1858,20070821,0,Tue,MIL,ARI,N,27784.0
1859,20070821,0,Tue,ATL,CIN,N,21039.0
1860,20070821,0,Tue,PIT,COL,N,21136.0
1861,20070821,0,Tue,WAS,HOU,N,34073.0
1862,20070821,0,Tue,SDN,NYN,N,48592.0
1863,20070821,0,Tue,LAN,PHI,N,35326.0
1864,20070821,0,Tue,CHN,SFN,N,41242.0
1865,20070821,0,Tue,FLO,SLN,N,42059.0
1866,20070821,0,Tue,NYA,ANA,N,44264.0
1867,20070821,0,Tue,TEX,BAL,N,18926.0
1868,20070821,0,Tue,KCA,CHA,N,35309.0
1869,20070821,0,Tue,CLE,DET,N,42868.0
1870,20070821,0,Tue,SEA,MIN,N,42373.0
1871,20070821,0,Tue,BOS,TBA,N,16393.0
1872,20070821,0,Tue,OAK,TOR,N,32639.0
1873,20070822,0,Wed,MIL,ARI,N,31720.0
1874,20070822,0,Wed,ATL,CIN,N,22924.0
1875,20070822,0,Wed,PIT,COL,N,20629.0
1876,20070822,0,Wed,WAS,HOU,N,32023.0
1877,20070822,0,Wed,SDN,NYN,N,50060.0
1878,20070822,0,Wed,LAN,PHI,N,37321.0
1879,20070822,0,Wed,CHN,SFN,N,39548.0
1880,20070822,0,Wed,FLO,SLN,N,42147.0
1881,20070822,0,Wed,NYA,ANA,N,44326.0
1882,20070822,1,Wed,TEX,BAL,N,0.0
1883,20070822,2,Wed,TEX,BAL,N,21828.0
1884,20070822,0,Wed,KCA,CHA,D,31739.0
1885,20070822,0,Wed,CLE,DET,N,40914.0
1886,20070822,0,Wed,SEA,MIN,D,29881.0
1887,20070822,0,Wed,BOS,TBA,N,17839.0
1888,20070822,0,Wed,OAK,TOR,D,31145.0
1889,20070823,0,Thu,ATL,CIN,N,22052.0
1890,20070823,0,Thu,PIT,COL,D,20380.0
1891,20070823,0,Thu,WAS,HOU,N,36407.0
1892,20070823,0,Thu,SDN,NYN,N,50078.0
1893,20070823,0,Thu,LAN,PHI,D,37875.0
1894,20070823,0,Thu,CHN,SFN,D,41558.0
1895,20070823,0,Thu,FLO,SLN,N,42123.0
1896,20070823,0,Thu,TOR,ANA,N,41009.0
1897,20070823,0,Thu,MIN,BAL,N,19389.0
1898,20070823,0,Thu,CLE,DET,D,40946.0
1899,20070823,0,Thu,OAK,TBA,N,9444.0
1900,20070823,0,Thu,SEA,TEX,N,26963.0
1901,20070824,0,Fri,CHN,ARI,N,36700.0
1902,20070824,0,Fri,FLO,CIN,N,25773.0
1903,20070824,0,Fri,WAS,COL,N,25232.0
1904,20070824,0,Fri,PIT,HOU,N,41403.0
1905,20070824,0,Fri,LAN,NYN,N,53250.0
1906,20070824,0,Fri,SDN,PHI,N,39023.0
1907,20070824,0,Fri,MIL,SFN,N,37583.0
1908,20070824,0,Fri,ATL,SLN,N,44032.0
1909,20070824,0,Fri,TOR,ANA,N,41131.0
1910,20070824,0,Fri,MIN,BAL,N,29742.0
1911,20070824,1,Fri,BOS,CHA,D,30581.0
1912,20070824,2,Fri,BOS,CHA,N,37639.0
1913,20070824,0,Fri,NYA,DET,N,44163.0
1914,20070824,0,Fri,CLE,KCA,N,25640.0
1915,20070824,0,Fri,OAK,TBA,N,9592.0
1916,20070824,0,Fri,SEA,TEX,N,32716.0
1917,20070825,0,Sat,CHN,ARI,N,46173.0
1918,20070825,0,Sat,FLO,CIN,N,32288.0
1919,20070825,0,Sat,WAS,COL,N,27179.0
1920,20070825,0,Sat,PIT,HOU,N,41109.0
1921,20070825,0,Sat,LAN,NYN,D,52655.0
1922,20070825,0,Sat,SDN,PHI,N,37957.0
1923,20070825,0,Sat,MIL,SFN,N,39069.0
1924,20070825,0,Sat,ATL,SLN,N,45441.0
1925,20070825,0,Sat,TOR,ANA,N,41631.0
1926,20070825,0,Sat,MIN,BAL,N,28700.0
1927,20070825,0,Sat,BOS,CHA,D,38874.0
1928,20070825,0,Sat,NYA,DET,N,44250.0
1929,20070825,0,Sat,CLE,KCA,N,23167.0
1930,20070825,0,Sat,OAK,TBA,N,18163.0
1931,20070825,0,Sat,SEA,TEX,N,47977.0
1932,20070826,0,Sun,CHN,ARI,D,38902.0
1933,20070826,0,Sun,FLO,CIN,D,23122.0
1934,20070826,0,Sun,WAS,COL,D,24086.0
1935,20070826,0,Sun,PIT,HOU,D,42564.0
1936,20070826,0,Sun,LAN,NYN,N,49234.0
1937,20070826,0,Sun,SDN,PHI,D,39361.0
1938,20070826,0,Sun,MIL,SFN,D,40997.0
1939,20070826,0,Sun,ATL,SLN,D,43934.0
1940,20070826,0,Sun,TOR,ANA,D,40565.0
1941,20070826,0,Sun,MIN,BAL,D,30876.0
1942,20070826,0,Sun,BOS,CHA,D,36745.0
1943,20070826,0,Sun,NYA,DET,D,43268.0
1944,20070826,0,Sun,CLE,KCA,D,18268.0
1945,20070826,0,Sun,OAK,TBA,D,19044.0
1946,20070826,0,Sun,SEA,TEX,N,25437.0
1947,20070827,0,Mon,ATL,FLO,N,11716.0
1948,20070827,0,Mon,WAS,LAN,N,46944.0
1949,20070827,0,Mon,NYN,PHI,N,38165.0
1950,20070827,0,Mon,ARI,SDN,N,25763.0
1951,20070827,0,Mon,COL,SFN,N,35726.0
1952,20070827,0,Mon,TBA,CHA,D,37030.0
1953,20070827,0,Mon,MIN,CLE,N,23178.0
1954,20070827,0,Mon,NYA,DET,N,42428.0
1955,20070827,0,Mon,TOR,OAK,N,18092.0
1956,20070827,0,Mon,ANA,SEA,N,45998.0
1957,20070828,0,Tue,MIL,CHN,N,40884.0
1958,20070828,0,Tue,ATL,FLO,N,11539.0
1959,20070828,0,Tue,SLN,HOU,N,37915.0
1960,20070828,0,Tue,WAS,LAN,N,49698.0
1961,20070828,0,Tue,NYN,PHI,N,40508.0
1962,20070828,1,Tue,CIN,PIT,N,0.0
1963,20070828,2,Tue,CIN,PIT,N,17669.0
1964,20070828,0,Tue,ARI,SDN,N,23006.0
1965,20070828,0,Tue,COL,SFN,N,37844.0
1966,20070828,0,Tue,TBA,BAL,N,17781.0
1967,20070828,0,Tue,MIN,CLE,N,24784.0
1968,20070828,0,Tue,DET,KCA,N,16193.0
1969,20070828,0,Tue,BOS,NYA,N,55037.0
1970,20070828,0,Tue,TOR,OAK,N,20542.0
1971,20070828,0,Tue,ANA,SEA,N,44395.0
1972,20070828,0,Tue,CHA,TEX,N,20261.0
1973,20070829,0,Wed,MIL,CHN,N,40512.0
1974,20070829,0,Wed,ATL,FLO,N,12633.0
1975,20070829,0,Wed,SLN,HOU,N,33422.0
1976,20070829,0,Wed,WAS,LAN,D,41913.0
1977,20070829,0,Wed,NYN,PHI,N,43150.0
1978,20070829,0,Wed,CIN,PIT,N,14191.0
1979,20070829,0,Wed,ARI,SDN,N,29021.0
1980,20070829,0,Wed,COL,SFN,D,38397.0
1981,20070829,0,Wed,TBA,BAL,N,16944.0
1982,20070829,0,Wed,MIN,CLE,N,27303.0
1983,20070829,0,Wed,DET,KCA,N,11628.0
1984,20070829,0,Wed,BOS,NYA,N,54986.0
1985,20070829,0,Wed,TOR,OAK,D,16015.0
1986,20070829,0,Wed,ANA,SEA,D,46047.0
1987,20070829,0,Wed,CHA,TEX,N,23704.0
1988,20070830,0,Thu,MIL,CHN,N,40790.0
1989,20070830,0,Thu,SLN,HOU,D,37520.0
1990,20070830,0,Thu,NYN,PHI,D,42552.0
1991,20070830,0,Thu,CIN,PIT,N,12643.0
1992,20070830,0,Thu,ARI,SDN,N,28554.0
1993,20070830,0,Thu,TBA,BAL,N,17546.0
1994,20070830,0,Thu,SEA,CLE,N,25949.0
1995,20070830,0,Thu,DET,KCA,D,11196.0
1996,20070830,0,Thu,BOS,NYA,D,55067.0
1997,20070830,0,Thu,CHA,TEX,N,23432.0
1998,20070831,0,Fri,COL,ARI,N,26127.0
1999,20070831,0,Fri,NYN,ATL,N,45245.0
2000,20070831,0,Fri,HOU,CHN,D,41297.0
2001,20070831,0,Fri,PHI,FLO,N,15231.0
2002,20070831,0,Fri,PIT,MIL,N,35689.0
2003,20070831,0,Fri,LAN,SDN,N,44324.0
2004,20070831,0,Fri,CIN,SLN,N,43564.0
2005,20070831,0,Fri,SFN,WAS,N,25169.0
2006,20070831,0,Fri,TEX,ANA,N,41012.0
2007,20070831,0,Fri,BAL,BOS,N,36810.0
2008,20070831,0,Fri,CHA,CLE,N,38325.0
2009,20070831,1,Fri,KCA,MIN,D,15736.0
2010,20070831,2,Fri,KCA,MIN,N,24986.0
2011,20070831,0,Fri,TBA,NYA,N,53275.0
2012,20070831,0,Fri,DET,OAK,N,27250.0
2013,20070831,0,Fri,SEA,TOR,N,34518.0
2014,20070901,0,Sat,COL,ARI,N,29119.0
2015,20070901,0,Sat,NYN,ATL,D,45611.0
2016,20070901,0,Sat,HOU,CHN,D,40606.0
2017,20070901,0,Sat,PHI,FLO,N,24651.0
2018,20070901,0,Sat,PIT,MIL,N,34190.0
2019,20070901,0,Sat,LAN,SDN,N,42605.0
2020,20070901,0,Sat,CIN,SLN,N,42356.0
2021,20070901,0,Sat,SFN,WAS,N,30221.0
2022,20070901,0,Sat,TEX,ANA,D,38342.0
2023,20070901,0,Sat,BAL,BOS,N,36819.0
2024,20070901,0,Sat,CHA,CLE,N,41131.0
2025,20070901,0,Sat,KCA,MIN,D,21738.0
2026,20070901,0,Sat,TBA,NYA,D,53637.0
2027,20070901,0,Sat,DET,OAK,D,21336.0
2028,20070901,0,Sat,SEA,TOR,D,30672.0
2029,20070902,0,Sun,COL,ARI,D,26776.0
2030,20070902,0,Sun,NYN,ATL,D,46242.0
2031,20070902,0,Sun,HOU,CHN,D,41415.0
2032,20070902,0,Sun,PHI,FLO,D,12334.0
2033,20070902,0,Sun,PIT,MIL,D,39339.0
2034,20070902,0,Sun,LAN,SDN,D,40776.0
2035,20070902,0,Sun,CIN,SLN,D,44223.0
2036,20070902,0,Sun,SFN,WAS,D,27310.0
2037,20070902,0,Sun,TEX,ANA,N,40635.0
2038,20070902,0,Sun,BAL,BOS,D,36340.0
2039,20070902,0,Sun,CHA,CLE,D,37718.0
2040,20070902,0,Sun,KCA,MIN,D,26454.0
2041,20070902,0,Sun,TBA,NYA,D,53957.0
2042,20070902,0,Sun,DET,OAK,D,23195.0
2043,20070902,0,Sun,SEA,TOR,D,32166.0
2044,20070903,0,Mon,SDN,ARI,D,30531.0
2045,20070903,0,Mon,PHI,ATL,D,31592.0
2046,20070903,0,Mon,LAN,CHN,D,41070.0
2047,20070903,0,Mon,NYN,CIN,D,29290.0
2048,20070903,0,Mon,SFN,COL,D,30168.0
2049,20070903,0,Mon,HOU,MIL,D,31226.0
2050,20070903,0,Mon,PIT,SLN,D,42238.0
2051,20070903,0,Mon,FLO,WAS,D,27592.0
2052,20070903,0,Mon,OAK,ANA,N,39164.0
2053,20070903,0,Mon,TOR,BOS,N,36639.0
2054,20070903,0,Mon,CLE,MIN,D,24105.0
2055,20070903,0,Mon,SEA,NYA,D,54522.0
2056,20070903,0,Mon,BAL,TBA,N,10350.0
2057,20070903,0,Mon,KCA,TEX,N,19214.0
2058,20070904,0,Tue,SDN,ARI,N,26063.0
2059,20070904,0,Tue,PHI,ATL,N,22130.0
2060,20070904,0,Tue,LAN,CHN,N,37834.0
2061,20070904,0,Tue,NYN,CIN,N,20655.0
2062,20070904,0,Tue,SFN,COL,N,20553.0
2063,20070904,0,Tue,HOU,MIL,N,25854.0
2064,20070904,0,Tue,PIT,SLN,N,42300.0
2065,20070904,0,Tue,FLO,WAS,N,15611.0
2066,20070904,0,Tue,OAK,ANA,N,39017.0
2067,20070904,0,Tue,TOR,BOS,N,36839.0
2068,20070904,0,Tue,CHA,DET,N,32505.0
2069,20070904,0,Tue,CLE,MIN,N,16218.0
2070,20070904,0,Tue,SEA,NYA,N,52487.0
2071,20070904,0,Tue,BAL,TBA,N,9112.0
2072,20070904,0,Tue,KCA,TEX,N,18892.0
2073,20070905,0,Wed,SDN,ARI,N,28065.0
2074,20070905,0,Wed,PHI,ATL,D,22215.0
2075,20070905,0,Wed,LAN,CHN,N,39559.0
2076,20070905,0,Wed,NYN,CIN,D,15704.0
2077,20070905,0,Wed,SFN,COL,N,22157.0
2078,20070905,0,Wed,HOU,MIL,N,28988.0
2079,20070905,0,Wed,PIT,SLN,N,42299.0
2080,20070905,0,Wed,FLO,WAS,N,19222.0
2081,20070905,0,Wed,OAK,ANA,D,34000.0
2082,20070905,0,Wed,TOR,BOS,N,37106.0
2083,20070905,0,Wed,CHA,DET,N,32980.0
2084,20070905,0,Wed,CLE,MIN,D,13977.0
2085,20070905,0,Wed,SEA,NYA,N,52538.0
2086,20070905,0,Wed,BAL,TBA,N,9856.0
2087,20070905,0,Wed,KCA,TEX,N,17232.0
2088,20070906,0,Thu,LAN,CHN,D,39397.0
2089,20070906,0,Thu,PIT,SLN,D,42330.0
2090,20070906,0,Thu,CLE,ANA,N,41720.0
2091,20070906,0,Thu,BOS,BAL,N,27472.0
2092,20070906,0,Thu,CHA,DET,D,35977.0
2093,20070907,0,Fri,SLN,ARI,N,31225.0
2094,20070907,0,Fri,WAS,ATL,N,31116.0
2095,20070907,0,Fri,MIL,CIN,N,21006.0
2096,20070907,0,Fri,SDN,COL,N,27247.0
2097,20070907,0,Fri,HOU,NYN,N,51113.0
2098,20070907,0,Fri,FLO,PHI,N,38696.0
2099,20070907,0,Fri,CHN,PIT,N,24489.0
2100,20070907,0,Fri,LAN,SFN,N,40016.0
2101,20070907,0,Fri,CLE,ANA,N,40020.0
2102,20070907,0,Fri,BOS,BAL,N,34091.0
2103,20070907,0,Fri,MIN,CHA,N,34104.0
2104,20070907,0,Fri,SEA,DET,N,39750.0
