game_date,game_time,stadium_name,home_team,away_team
20230509,18:40:00,Kauffman Stadium,KCA,CHA
20230509,18:40:00,American Family Field,MIL,LAN
20230509,18:40:00,TMobile Park,SEA,TEX
20230509,18:45:00,Oracle Park,SFN,WAS
20230509,19:05:00,Yankee Stadium,NYA,OAK
20230509,19:20:00,Truist Park,ATL,BOS
20230510,12:35:00,Yankee Stadium,NYA,OAK
20230510,12:35:00,PNC Park,PIT,COL
20230510,12:40:00,Chase Field,ARI,MIA
20230510,12:40:00,American Family Field,MIL,LAN
20230510,12:40:00,TMobile Park,SEA,TEX
20230510,12:45:00,Oracle Park,SFN,WAS
20230510,13:07:00,Angel Stadium,ANA,HOU
20230510,13:10:00,Progressive Field,CLE,DET
20230510,16:05:00,Citizens Bank Park,PHI,TOR
20230510,18:35:00,Oriole Park at Camden Yards,BAL,TBA
20230510,18:40:00,Target Field,MIN,SDN
20230510,18:40:00,Great American Ball Park,CIN,NYN
20230510,18:40:00,Wrigley Field,CHN,SLN
20230510,18:40:00,Kauffman Stadium,KCA,CHA
20230510,19:20:00,Truist Park,ATL,BOS
20230511,12:10:00,Target Field,MIN,SDN
20230511,12:35:00,Great American Ball Park,CIN,NYN
20230511,13:10:00,Kauffman Stadium,KCA,CHA
20230511,18:40:00,Oakland Coliseum,OAK,TEX
20230511,18:40:00,Chase Field,ARI,SFN
20230511,19:05:00,Yankee Stadium,NYA,TBA
20230512,18:40:00,Oakland Coliseum,OAK,TEX
20230512,18:40:00,Coors Field,COL,PHI
20230512,18:40:00,Chase Field,ARI,SFN
20230512,18:40:00,loanDepot park,MIA,CIN
20230512,18:40:00,Comerica Park,DET,SEA
20230512,19:05:00,Yankee Stadium,NYA,TBA
20230512,19:05:00,Oriole Park at Camden Yards,BAL,PIT
20230512,19:05:00,Nationals Park,WAS,NYN
20230512,19:07:00,Rogers Centre,TOR,ATL
20230512,19:10:00,Guaranteed Rate Field,CHA,HOU
20230512,19:10:00,Target Field,MIN,CHN
20230512,19:10:00,Fenway Park,BOS,SLN
20230512,19:10:00,Dodger Stadium,LAN,SDN
20230512,19:10:00,American Family Field,MIL,KCA
20230512,19:10:00,Progressive Field,CLE,ANA
20230513,13:05:00,Yankee Stadium,NYA,TBA
20230513,13:07:00,Oakland Coliseum,OAK,TEX
20230513,13:10:00,Target Field,MIN,CHN
20230513,13:10:00,loanDepot park,MIA,CIN
20230513,13:10:00,Comerica Park,DET,SEA
20230513,15:07:00,Rogers Centre,TOR,ATL
20230513,16:05:00,Nationals Park,WAS,NYN
20230513,16:10:00,Fenway Park,BOS,SLN
20230513,16:15:00,Dodger Stadium,LAN,SDN
20230513,17:10:00,Chase Field,ARI,SFN
20230513,18:10:00,Coors Field,COL,PHI
20230513,18:10:00,American Family Field,MIL,KCA
20230513,18:10:00,Progressive Field,CLE,ANA
20230513,18:15:00,Guaranteed Rate Field,CHA,HOU
20230513,19:05:00,Oriole Park at Camden Yards,BAL,PIT
20230514,11:35:00,Progressive Field,CLE,ANA
20230514,13:07:00,Oakland Coliseum,OAK,TEX
20230514,13:10:00,Guaranteed Rate Field,CHA,HOU
20230514,13:10:00,Target Field,MIN,CHN
20230514,13:10:00,Coors Field,COL,PHI
20230514,13:10:00,Chase Field,ARI,SFN
20230514,13:10:00,Dodger Stadium,LAN,SDN
20230514,13:10:00,American Family Field,MIL,KCA
20230514,13:35:00,Yankee Stadium,NYA,TBA
20230514,13:35:00,Oriole Park at Camden Yards,BAL,PIT
20230514,13:35:00,Nationals Park,WAS,NYN
20230514,13:37:00,Rogers Centre,TOR,ATL
20230514,13:40:00,loanDepot park,MIA,CIN
20230514,13:40:00,Comerica Park,DET,SEA
20230514,19:08:00,Fenway Park,BOS,SLN
20230515,16:05:00,Nationals Park,WAS,NYN
20230515,18:35:00,Oriole Park at Camden Yards,BAL,ANA
20230515,18:40:00,Oakland Coliseum,OAK,ARI
20230515,18:40:00,Coors Field,COL,CIN
20230515,18:40:00,Petco Park,SDN,KCA
20230515,18:45:00,Busch Stadium,SLN,MIL
20230515,18:45:00,Oracle Park,SFN,PHI
20230515,19:05:00,Globe Life Field,TEX,ATL
20230515,19:07:00,Rogers Centre,TOR,NYA
20230515,19:10:00,Fenway Park,BOS,SEA
20230515,19:10:00,Dodger Stadium,LAN,MIN
20230515,19:10:00,Minute Maid Park,HOU,CHN
20230516,18:35:00,Oriole Park at Camden Yards,BAL,ANA
20230516,18:40:00,Oakland Coliseum,OAK,ARI
20230516,18:40:00,Coors Field,COL,CIN
20230516,18:40:00,Petco Park,SDN,KCA
20230516,18:40:00,loanDepot park,MIA,WAS
20230516,18:40:00,Comerica Park,DET,PIT
20230516,18:45:00,Busch Stadium,SLN,MIL
20230516,18:45:00,Oracle Park,SFN,PHI
20230516,19:05:00,Globe Life Field,TEX,ATL
20230516,19:07:00,Rogers Centre,TOR,NYA
20230516,19:10:00,Guaranteed Rate Field,CHA,CLE
20230516,19:10:00,Fenway Park,BOS,SEA
20230516,19:10:00,Dodger Stadium,LAN,MIN
20230516,19:10:00,Citi Field,NYN,TBA
20230516,19:10:00,Minute Maid Park,HOU,CHN
20230517,12:10:00,Dodger Stadium,LAN,MIN
20230517,12:37:00,Oakland Coliseum,OAK,ARI
20230517,12:45:00,Oracle Park,SFN,PHI
20230517,13:10:00,Coors Field,COL,CIN
20230517,13:10:00,Petco Park,SDN,KCA
20230517,13:10:00,Comerica Park,DET,PIT
20230517,18:35:00,Oriole Park at Camden Yards,BAL,ANA
20230517,18:40:00,loanDepot park,MIA,WAS
20230517,18:45:00,Busch Stadium,SLN,MIL
20230517,19:05:00,Globe Life Field,TEX,ATL
20230517,19:07:00,Rogers Centre,TOR,NYA
20230517,19:10:00,Guaranteed Rate Field,CHA,CLE
20230517,19:10:00,Fenway Park,BOS,SEA
20230517,19:10:00,Citi Field,NYN,TBA
20230517,19:10:00,Minute Maid Park,HOU,CHN
20230518,12:35:00,Oriole Park at Camden Yards,BAL,ANA
20230518,13:10:00,Guaranteed Rate Field,CHA,CLE
20230518,13:10:00,Citi Field,NYN,TBA
20230518,13:10:00,loanDepot park,MIA,WAS
20230518,18:45:00,Busch Stadium,SLN,LAN
20230518,19:07:00,Rogers Centre,TOR,NYA
20230519,18:35:00,PNC Park,PIT,ARI
20230519,18:38:00,Angel Stadium,ANA,MIN
20230519,18:40:00,Great American Ball Park,CIN,NYA
20230519,18:40:00,Petco Park,SDN,BOS
20230519,18:40:00,Tropicana Field,TBA,MIL
20230519,19:05:00,Globe Life Field,TEX,COL
20230519,19:05:00,Citizens Bank Park,PHI,CHN
20230519,19:05:00,Nationals Park,WAS,DET
20230519,19:07:00,Rogers Centre,TOR,BAL
20230519,19:10:00,Guaranteed Rate Field,CHA,KCA
20230519,19:10:00,Citi Field,NYN,CLE
20230519,19:10:00,Minute Maid Park,HOU,OAK
20230519,19:15:00,Busch Stadium,SLN,LAN
20230519,19:15:00,Oracle Park,SFN,MIA
20230519,19:20:00,Truist Park,ATL,SEA
20230520,13:05:00,Oracle Park,SFN,MIA
20230520,13:10:00,Guaranteed Rate Field,CHA,KCA
20230520,15:05:00,Globe Life Field,TEX,COL
20230520,15:07:00,Rogers Centre,TOR,BAL
20230520,15:10:00,Minute Maid Park,HOU,OAK
20230520,16:05:00,Citizens Bank Park,PHI,CHN
20230520,16:05:00,PNC Park,PIT,ARI
20230520,16:05:00,Nationals Park,WAS,DET
20230520,16:10:00,Great American Ball Park,CIN,NYA
20230520,16:10:00,Citi Field,NYN,CLE
20230520,16:10:00,Tropicana Field,TBA,MIL
20230520,18:15:00,Busch Stadium,SLN,LAN
20230520,19:07:00,Angel Stadium,ANA,MIN
20230520,19:10:00,Petco Park,SDN,BOS
20230520,19:15:00,Truist Park,ATL,SEA
20230521,11:35:00,Great American Ball Park,CIN,NYA
20230521,13:05:00,Oracle Park,SFN,MIA
20230521,13:07:00,Angel Stadium,ANA,MIN
20230521,13:10:00,Guaranteed Rate Field,CHA,KCA
20230521,13:10:00,Petco Park,SDN,BOS
20230521,13:10:00,Minute Maid Park,HOU,OAK
20230521,13:15:00,Busch Stadium,SLN,LAN
20230521,13:30:00,Truist Park,ATL,SEA
20230521,13:35:00,Globe Life Field,TEX,COL
20230521,13:35:00,Citizens Bank Park,PHI,CHN
20230521,13:35:00,PNC Park,PIT,ARI
20230521,13:35:00,Nationals Park,WAS,DET
20230521,13:37:00,Rogers Centre,TOR,BAL
20230521,13:40:00,Tropicana Field,TBA,MIL
20230521,19:08:00,Citi Field,NYN,CLE
20230522,18:10:00,Progressive Field,CLE,CHA
20230522,18:35:00,PNC Park,PIT,TEX
20230522,18:38:00,Angel Stadium,ANA,BOS
20230522,18:40:00,Target Field,MIN,SFN
20230522,18:40:00,Coors Field,COL,MIA
20230522,18:40:00,Citizens Bank Park,PHI,ARI
20230522,18:40:00,Great American Ball Park,CIN,SLN
20230522,18:40:00,Kauffman Stadium,KCA,DET
20230522,18:40:00,American Family Field,MIL,HOU
20230522,18:40:00,TMobile Park,SEA,OAK
20230522,18:40:00,Tropicana Field,TBA,TOR
20230522,19:20:00,Truist Park,ATL,LAN
20230523,18:10:00,Progressive Field,CLE,CHA
20230523,18:35:00,PNC Park,PIT,TEX
20230523,18:38:00,Angel Stadium,ANA,BOS
20230523,18:40:00,Target Field,MIN,SFN
20230523,18:40:00,Coors Field,COL,MIA
20230523,18:40:00,Citizens Bank Park,PHI,ARI
20230523,18:40:00,Great American Ball Park,CIN,SLN
20230523,18:40:00,Wrigley Field,CHN,NYN
20230523,18:40:00,Kauffman Stadium,KCA,DET
20230523,18:40:00,American Family Field,MIL,HOU
20230523,18:40:00,TMobile Park,SEA,OAK
20230523,18:40:00,Tropicana Field,TBA,TOR
20230523,19:05:00,Yankee Stadium,NYA,BAL
20230523,19:05:00,Nationals Park,WAS,SDN
20230523,19:20:00,Truist Park,ATL,LAN
20230524,12:10:00,Target Field,MIN,SFN
20230524,12:10:00,American Family Field,MIL,HOU
20230524,12:35:00,PNC Park,PIT,TEX
20230524,13:05:00,Citizens Bank Park,PHI,ARI
20230524,13:10:00,Progressive Field,CLE,CHA
20230524,18:38:00,Angel Stadium,ANA,BOS
20230524,18:40:00,Coors Field,COL,MIA
20230524,18:40:00,Great American Ball Park,CIN,SLN
20230524,18:40:00,Wrigley Field,CHN,NYN
20230524,18:40:00,Kauffman Stadium,KCA,DET
20230524,18:40:00,TMobile Park,SEA,OAK
20230524,18:40:00,Tropicana Field,TBA,TOR
20230524,19:05:00,Yankee Stadium,NYA,BAL
20230524,19:05:00,Nationals Park,WAS,SDN
20230524,19:20:00,Truist Park,ATL,LAN
20230525,12:35:00,Great American Ball Park,CIN,SLN
20230525,13:10:00,Coors Field,COL,MIA
20230525,13:10:00,Tropicana Field,TBA,TOR
20230525,16:05:00,Nationals Park,WAS,SDN
20230525,18:40:00,Wrigley Field,CHN,NYN
20230525,18:40:00,Comerica Park,DET,CHA
20230525,18:40:00,American Family Field,MIL,SFN
20230525,18:40:00,TMobile Park,SEA,OAK
20230525,19:05:00,Yankee Stadium,NYA,BAL
20230525,19:20:00,Truist Park,ATL,PHI
20230526,13:20:00,Wrigley Field,CHN,CIN
20230526,18:38:00,Angel Stadium,ANA,MIA
20230526,18:40:00,Oakland Coliseum,OAK,HOU
20230526,18:40:00,Coors Field,COL,NYN
20230526,18:40:00,Chase Field,ARI,BOS
20230526,18:40:00,Comerica Park,DET,CHA
20230526,18:40:00,Tropicana Field,TBA,LAN
20230526,19:05:00,Yankee Stadium,NYA,SDN
20230526,19:05:00,Oriole Park at Camden Yards,BAL,TEX
20230526,19:10:00,Target Field,MIN,TOR
20230526,19:10:00,Kauffman Stadium,KCA,WAS
20230526,19:10:00,American Family Field,MIL,SFN
20230526,19:10:00,TMobile Park,SEA,PIT
20230526,19:10:00,Progressive Field,CLE,SLN
20230526,19:20:00,Truist Park,ATL,PHI
20230527,13:05:00,Yankee Stadium,NYA,SDN
20230527,13:07:00,Oakland Coliseum,OAK,HOU
20230527,13:10:00,Target Field,MIN,TOR
20230527,13:10:00,Comerica Park,DET,CHA
20230527,13:10:00,TMobile Park,SEA,PIT
20230527,15:10:00,Kauffman Stadium,KCA,WAS
20230527,15:10:00,American Family Field,MIL,SFN
20230527,16:05:00,Oriole Park at Camden Yards,BAL,TEX
20230527,16:10:00,Truist Park,ATL,PHI
20230527,16:10:00,Tropicana Field,TBA,LAN
20230527,16:15:00,Chase Field,ARI,BOS
20230527,18:15:00,Wrigley Field,CHN,CIN
20230527,19:07:00,Angel Stadium,ANA,MIA
20230527,19:10:00,Coors Field,COL,NYN
20230527,19:15:00,Progressive Field,CLE,SLN
20230528,11:35:00,Tropicana Field,TBA,LAN
20230528,13:07:00,Oakland Coliseum,OAK,HOU
20230528,13:07:00,Angel Stadium,ANA,MIA
20230528,13:10:00,Target Field,MIN,TOR
20230528,13:10:00,Coors Field,COL,NYN
20230528,13:10:00,Chase Field,ARI,BOS
20230528,13:10:00,Kauffman Stadium,KCA,WAS
20230528,13:10:00,American Family Field,MIL,SFN
20230528,13:10:00,TMobile Park,SEA,PIT
20230528,13:20:00,Wrigley Field,CHN,CIN
20230528,13:35:00,Yankee Stadium,NYA,SDN
20230528,13:35:00,Oriole Park at Camden Yards,BAL,TEX
20230528,13:40:00,Comerica Park,DET,CHA
20230528,13:40:00,Progressive Field,CLE,SLN
20230528,19:08:00,Truist Park,ATL,PHI
20230529,13:05:00,Oriole Park at Camden Yards,BAL,CLE
20230529,13:10:00,Chase Field,ARI,COL
20230529,13:10:00,Comerica Park,DET,TEX
20230529,13:15:00,Busch Stadium,SLN,KCA
20230529,13:20:00,Wrigley Field,CHN,TBA
20230529,14:05:00,Oracle Park,SFN,PIT
20230529,15:10:00,Minute Maid Park,HOU,MIN
20230529,17:07:00,Oakland Coliseum,OAK,ATL
20230529,18:10:00,Dodger Stadium,LAN,WAS
20230529,18:40:00,TMobile Park,SEA,NYA
20230529,19:10:00,Guaranteed Rate Field,CHA,ANA
20230530,18:40:00,Oakland Coliseum,OAK,ATL
20230530,18:40:00,Chase Field,ARI,COL
20230530,18:40:00,loanDepot park,MIA,SDN
20230530,18:40:00,Comerica Park,DET,TEX
20230530,18:40:00,TMobile Park,SEA,NYA
20230530,18:45:00,Busch Stadium,SLN,KCA
20230530,18:45:00,Oracle Park,SFN,PIT
20230530,19:05:00,Oriole Park at Camden Yards,BAL,CLE
20230530,19:05:00,Wrigley Field,CHN,TBA
20230530,19:07:00,Rogers Centre,TOR,MIL
20230530,19:10:00,Guaranteed Rate Field,CHA,ANA
20230530,19:10:00,Fenway Park,BOS,CIN
20230530,19:10:00,Dodger Stadium,LAN,WAS
20230530,19:10:00,Citi Field,NYN,PHI
20230530,19:10:00,Minute Maid Park,HOU,MIN
20230531,12:37:00,Oakland Coliseum,OAK,ATL
20230531,12:45:00,Oracle Park,SFN,PIT
20230531,13:10:00,Guaranteed Rate Field,CHA,ANA
20230531,13:10:00,Dodger Stadium,LAN,WAS
20230531,13:10:00,Comerica Park,DET,TEX
20230531,13:20:00,Wrigley Field,CHN,TBA
20230531,15:05:00,Oriole Park at Camden Yards,BAL,CLE
20230531,18:40:00,Chase Field,ARI,COL
20230531,18:40:00,loanDepot park,MIA,SDN
20230531,18:40:00,TMobile Park,SEA,NYA
20230531,19:07:00,Rogers Centre,TOR,MIL
20230531,19:10:00,Fenway Park,BOS,CIN
20230531,19:10:00,Citi Field,NYN,PHI
20230531,19:10:00,Minute Maid Park,HOU,MIN
20230601,12:40:00,Chase Field,ARI,COL
20230601,13:07:00,Rogers Centre,TOR,MIL
20230601,13:10:00,Citi Field,NYN,PHI
20230601,13:10:00,loanDepot park,MIA,SDN
20230601,18:40:00,Target Field,MIN,CLE
20230601,19:10:00,Fenway Park,BOS,CIN
20230601,19:10:00,Minute Maid Park,HOU,ANA
20230602,17:10:00,Great American Ball Park,CIN,MIL
20230602,18:40:00,Chase Field,ARI,ATL
20230602,18:40:00,Petco Park,SDN,CHN
20230602,18:40:00,loanDepot park,MIA,OAK
20230602,19:05:00,Globe Life Field,TEX,SEA
20230602,19:05:00,PNC Park,PIT,SLN
20230602,19:05:00,Nationals Park,WAS,PHI
20230602,19:10:00,Guaranteed Rate Field,CHA,DET
20230602,19:10:00,Target Field,MIN,CLE
20230602,19:10:00,Fenway Park,BOS,TBA
20230602,19:10:00,Dodger Stadium,LAN,NYA
20230602,19:10:00,Citi Field,NYN,TOR
20230602,19:10:00,Kauffman Stadium,KCA,COL
20230602,19:10:00,Minute Maid Park,HOU,ANA
20230602,19:15:00,Oracle Park,SFN,BAL
20230603,13:10:00,Guaranteed Rate Field,CHA,DET
20230603,13:10:00,Fenway Park,BOS,TBA
20230603,15:05:00,Globe Life Field,TEX,SEA
20230603,15:10:00,Kauffman Stadium,KCA,COL
20230603,15:10:00,Minute Maid Park,HOU,ANA
20230603,16:05:00,PNC Park,PIT,SLN
20230603,16:05:00,Nationals Park,WAS,PHI
20230603,16:10:00,Great American Ball Park,CIN,MIL
20230603,16:10:00,Citi Field,NYN,TOR
20230603,16:10:00,loanDepot park,MIA,OAK
20230603,16:15:00,Dodger Stadium,LAN,NYA
20230603,18:10:00,Fenway Park,BOS,TBA
20230603,18:15:00,Target Field,MIN,CLE
20230603,19:05:00,Oracle Park,SFN,BAL
20230603,19:10:00,Chase Field,ARI,ATL
20230603,19:10:00,Petco Park,SDN,CHN
20230604,11:35:00,PNC Park,PIT,SLN
20230604,13:05:00,Oracle Park,SFN,BAL
20230604,13:10:00,Guaranteed Rate Field,CHA,DET
20230604,13:10:00,Target Field,MIN,CLE
20230604,13:10:00,Chase Field,ARI,ATL
20230604,13:10:00,Petco Park,SDN,CHN
20230604,13:10:00,Kauffman Stadium,KCA,COL
20230604,13:10:00,Minute Maid Park,HOU,ANA
20230604,13:35:00,Globe Life Field,TEX,SEA
20230604,13:35:00,Fenway Park,BOS,TBA
20230604,13:35:00,Nationals Park,WAS,PHI
20230604,13:40:00,Great American Ball Park,CIN,MIL
20230604,13:40:00,Citi Field,NYN,TOR
20230604,13:40:00,loanDepot park,MIA,OAK
20230604,16:08:00,Dodger Stadium,LAN,NYA
20230605,18:40:00,Citizens Bank Park,PHI,DET
20230605,18:40:00,Petco Park,SDN,CHN
20230605,18:40:00,loanDepot park,MIA,KCA
20230605,19:05:00,Globe Life Field,TEX,SLN
20230605,19:05:00,PNC Park,PIT,OAK
20230605,19:07:00,Rogers Centre,TOR,HOU
20230605,19:10:00,Great American Ball Park,CIN,MIL
20230606,18:38:00,Angel Stadium,ANA,CHN
20230606,18:40:00,Coors Field,COL,SFN
20230606,18:40:00,Citizens Bank Park,PHI,DET
20230606,18:40:00,Petco Park,SDN,SEA
20230606,18:40:00,loanDepot park,MIA,KCA
20230606,18:40:00,American Family Field,MIL,BAL
20230606,18:40:00,Tropicana Field,TBA,MIN
20230606,19:05:00,Yankee Stadium,NYA,CHA
20230606,19:05:00,Globe Life Field,TEX,SLN
20230606,19:05:00,PNC Park,PIT,OAK
20230606,19:05:00,Nationals Park,WAS,ARI
20230606,19:07:00,Rogers Centre,TOR,HOU
20230606,19:10:00,Great American Ball Park,CIN,LAN
20230606,19:10:00,Progressive Field,CLE,BOS
20230606,19:20:00,Truist Park,ATL,NYN
20230607,12:35:00,PNC Park,PIT,OAK
20230607,13:10:00,Petco Park,SDN,SEA
20230607,18:05:00,Citizens Bank Park,PHI,DET
20230607,18:38:00,Angel Stadium,ANA,CHN
20230607,18:40:00,Coors Field,COL,SFN
20230607,18:40:00,loanDepot park,MIA,KCA
20230607,18:40:00,American Family Field,MIL,BAL
20230607,18:40:00,Tropicana Field,TBA,MIN
20230607,19:05:00,Yankee Stadium,NYA,CHA
20230607,19:05:00,Globe Life Field,TEX,SLN
20230607,19:05:00,Nationals Park,WAS,ARI
20230607,19:07:00,Rogers Centre,TOR,HOU
20230607,19:10:00,Great American Ball Park,CIN,LAN
20230607,19:10:00,Progressive Field,CLE,BOS
20230607,19:20:00,Truist Park,ATL,NYN
20230608,12:35:00,Great American Ball Park,CIN,LAN
20230608,13:05:00,Nationals Park,WAS,ARI
20230608,13:10:00,Coors Field,COL,SFN
20230608,13:10:00,American Family Field,MIL,BAL
20230608,13:10:00,Tropicana Field,TBA,MIN
20230608,18:38:00,Angel Stadium,ANA,CHN
20230608,19:05:00,Yankee Stadium,NYA,CHA
20230608,19:07:00,Rogers Centre,TOR,HOU
20230608,19:10:00,Progressive Field,CLE,BOS
20230608,19:20:00,Truist Park,ATL,NYN
20230609,18:38:00,Angel Stadium,ANA,SEA
20230609,18:40:00,Coors Field,COL,SDN
20230609,18:40:00,Comerica Park,DET,ARI
20230609,18:40:00,Tropicana Field,TBA,TEX
20230609,19:05:00,Yankee Stadium,NYA,BOS
20230609,19:05:00,Oriole Park at Camden Yards,BAL,KCA
20230609,19:05:00,Citizens Bank Park,PHI,LAN
20230609,19:05:00,PNC Park,PIT,NYN
20230609,19:07:00,Rogers Centre,TOR,MIN
20230609,19:10:00,Guaranteed Rate Field,CHA,MIA
20230609,19:10:00,American Family Field,MIL,OAK
20230609,19:10:00,Progressive Field,CLE,HOU
20230609,19:15:00,Busch Stadium,SLN,CIN
20230609,19:15:00,Oracle Park,SFN,CHN
20230609,19:20:00,Truist Park,ATL,WAS
20230610,13:10:00,Guaranteed Rate Field,CHA,MIA
20230610,13:10:00,Coors Field,COL,SDN
20230610,13:10:00,Comerica Park,DET,ARI
20230610,13:15:00,Busch Stadium,SLN,CIN
20230610,15:07:00,Rogers Centre,TOR,MIN
20230610,15:10:00,American Family Field,MIL,OAK
20230610,16:05:00,Oriole Park at Camden Yards,BAL,KCA
20230610,16:05:00,Citizens Bank Park,PHI,LAN
20230610,16:05:00,PNC Park,PIT,NYN
20230610,16:10:00,Truist Park,ATL,WAS
20230610,16:10:00,Tropicana Field,TBA,TEX
20230610,16:35:00,Oracle Park,SFN,CHN
20230610,18:10:00,Progressive Field,CLE,HOU
20230610,19:07:00,Angel Stadium,ANA,SEA
20230610,19:35:00,Yankee Stadium,NYA,BOS
20230611,11:35:00,Comerica Park,DET,ARI
20230611,13:05:00,Oracle Park,SFN,CHN
20230611,13:07:00,Angel Stadium,ANA,SEA
20230611,13:10:00,Guaranteed Rate Field,CHA,MIA
20230611,13:10:00,Coors Field,COL,SDN
20230611,13:10:00,American Family Field,MIL,OAK
20230611,13:15:00,Busch Stadium,SLN,CIN
20230611,13:30:00,Truist Park,ATL,WAS
20230611,13:35:00,Yankee Stadium,NYA,BOS
20230611,13:35:00,Oriole Park at Camden Yards,BAL,KCA
20230611,13:35:00,Citizens Bank Park,PHI,LAN
20230611,13:35:00,PNC Park,PIT,NYN
20230611,13:37:00,Rogers Centre,TOR,MIN
20230611,13:40:00,Progressive Field,CLE,HOU
20230611,13:40:00,Tropicana Field,TBA,TEX
20230612,18:40:00,Oakland Coliseum,OAK,TBA
20230612,18:40:00,Chase Field,ARI,PHI
20230612,18:40:00,Comerica Park,DET,ATL
20230612,18:40:00,TMobile Park,SEA,MIA
20230612,18:45:00,Busch Stadium,SLN,SFN
20230612,19:05:00,Globe Life Field,TEX,ANA
20230612,19:10:00,Fenway Park,BOS,COL
20230612,19:10:00,Kauffman Stadium,KCA,CIN
20230613,18:40:00,Target Field,MIN,MIL
20230613,18:40:00,Oakland Coliseum,OAK,TBA
20230613,18:40:00,Chase Field,ARI,PHI
20230613,18:40:00,Petco Park,SDN,CLE
20230613,18:40:00,Comerica Park,DET,ATL
20230613,18:40:00,TMobile Park,SEA,MIA
20230613,18:45:00,Busch Stadium,SLN,SFN
20230613,19:05:00,Globe Life Field,TEX,ANA
20230613,19:05:00,Oriole Park at Camden Yards,BAL,TOR
20230613,19:05:00,Wrigley Field,CHN,PIT
20230613,19:10:00,Fenway Park,BOS,COL
20230613,19:10:00,Dodger Stadium,LAN,CHA
20230613,19:10:00,Citi Field,NYN,NYA
20230613,19:10:00,Kauffman Stadium,KCA,CIN
20230613,19:10:00,Minute Maid Park,HOU,WAS
20230614,12:10:00,Target Field,MIN,MIL
20230614,12:15:00,Busch Stadium,SLN,SFN
20230614,13:10:00,Comerica Park,DET,ATL
20230614,18:40:00,Oakland Coliseum,OAK,TBA
20230614,18:40:00,Chase Field,ARI,PHI
20230614,18:40:00,Petco Park,SDN,CLE
20230614,18:40:00,TMobile Park,SEA,MIA
20230614,19:05:00,Globe Life Field,TEX,ANA
20230614,19:05:00,Oriole Park at Camden Yards,BAL,TOR
20230614,19:05:00,Wrigley Field,CHN,PIT
20230614,19:10:00,Fenway Park,BOS,COL
20230614,19:10:00,Dodger Stadium,LAN,CHA
20230614,19:10:00,Citi Field,NYN,NYA
20230614,19:10:00,Kauffman Stadium,KCA,CIN
20230614,19:10:00,Minute Maid Park,HOU,WAS
20230615,12:37:00,Oakland Coliseum,OAK,TBA
20230615,12:40:00,Chase Field,ARI,PHI
20230615,13:05:00,Oriole Park at Camden Yards,BAL,TOR
20230615,17:40:00,Petco Park,SDN,CLE
20230615,18:10:00,Target Field,MIN,DET
20230615,19:05:00,Globe Life Field,TEX,ANA
20230615,19:05:00,Wrigley Field,CHN,PIT
20230615,19:10:00,Dodger Stadium,LAN,CHA
20230615,19:10:00,Minute Maid Park,HOU,WAS
20230615,19:20:00,Truist Park,ATL,COL
20230616,13:20:00,Wrigley Field,CHN,BAL
20230616,18:40:00,Oakland Coliseum,OAK,PHI
20230616,18:40:00,Chase Field,ARI,CLE
20230616,18:40:00,Petco Park,SDN,TBA
20230616,19:05:00,Globe Life Field,TEX,TOR
20230616,19:05:00,Nationals Park,WAS,MIA
20230616,19:10:00,Target Field,MIN,DET
20230616,19:10:00,Fenway Park,BOS,NYA
20230616,19:10:00,Dodger Stadium,LAN,SFN
20230616,19:10:00,Citi Field,NYN,SLN
20230616,19:10:00,Kauffman Stadium,KCA,ANA
20230616,19:10:00,American Family Field,MIL,PIT
20230616,19:10:00,TMobile Park,SEA,CHA
20230616,19:10:00,Minute Maid Park,HOU,CIN
20230616,19:20:00,Truist Park,ATL,COL
20230617,13:07:00,Oakland Coliseum,OAK,PHI
20230617,13:10:00,Target Field,MIN,DET
20230617,13:10:00,TMobile Park,SEA,CHA
20230617,13:20:00,Wrigley Field,CHN,BAL
20230617,15:05:00,Globe Life Field,TEX,TOR
20230617,15:10:00,Kauffman Stadium,KCA,ANA
20230617,15:10:00,American Family Field,MIL,PIT
20230617,15:10:00,Minute Maid Park,HOU,CIN
20230617,16:05:00,Nationals Park,WAS,MIA
20230617,16:10:00,Citi Field,NYN,SLN
20230617,16:10:00,Truist Park,ATL,COL
20230617,16:15:00,Petco Park,SDN,TBA
20230617,18:10:00,Dodger Stadium,LAN,SFN
20230617,19:10:00,Chase Field,ARI,CLE
20230617,19:15:00,Fenway Park,BOS,NYA
20230618,12:05:00,Wrigley Field,CHN,BAL
20230618,13:07:00,Oakland Coliseum,OAK,PHI
20230618,13:10:00,Target Field,MIN,DET
20230618,13:10:00,Chase Field,ARI,CLE
20230618,13:10:00,Dodger Stadium,LAN,SFN
20230618,13:10:00,Petco Park,SDN,TBA
20230618,13:10:00,Kauffman Stadium,KCA,ANA
20230618,13:10:00,American Family Field,MIL,PIT
20230618,13:10:00,TMobile Park,SEA,CHA
20230618,13:10:00,Minute Maid Park,HOU,CIN
20230618,13:30:00,Truist Park,ATL,COL
20230618,13:35:00,Globe Life Field,TEX,TOR
20230618,13:35:00,Nationals Park,WAS,MIA
20230618,13:40:00,Citi Field,NYN,SLN
20230618,19:08:00,Fenway Park,BOS,NYA
20230619,16:05:00,Nationals Park,WAS,SLN
20230619,18:40:00,Target Field,MIN,BOS
20230619,18:40:00,loanDepot park,MIA,TOR
20230619,18:40:00,Comerica Park,DET,KCA
