Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,game_date,DistanceBetweenStadiums,HistoricalAvgHrlyTemp,game_time,stadium_name,home_team,away_team
638,638,638,20230516,6.248843293347183,15.868,19:10:00,Citi Field,NYN,TBA
639,639,639,20230516,15.186364025709867,22.004,19:10:00,Minute Maid Park,HOU,CHN
640,640,640,20230517,14.413448433526584,20.272727272727263,12:10:00,Dodger Stadium,LAN,MIN
641,641,641,20230517,34.8719248421398,13.599999999999996,12:37:00,Oakland Coliseum,OAK,ARI
642,642,642,20230517,48.66524526307872,16.096,12:45:00,Oracle Park,SFN,PHI
643,643,643,20230517,14.842350502195764,15.862222222222218,13:10:00,Coors Field,COL,CIN
644,644,644,20230517,35.44121236421018,18.28,13:10:00,Petco Park,SDN,KCA
645,645,645,20230517,8.251160264807949,14.576000000000006,13:10:00,Comerica Park,DET,PIT
646,646,646,20230517,17.611860710452504,14.365999999999994,18:35:00,Oriole Park at Camden Yards,BAL,ANA
647,647,647,20230517,9.157714010995129,24.262000000000004,18:40:00,loanDepot park,MIA,WAS
648,648,648,20230517,16.26220204564727,16.31,18:45:00,Busch Stadium,SLN,MIL
649,649,649,20230517,20.98932637408969,20.804,19:05:00,Globe Life Field,TEX,ATL
650,650,650,20230517,15.774800171633434,14.560975609756095,19:07:00,Rogers Centre,TOR,NYA
651,651,651,20230517,4.61113277823659,12.927999999999995,19:10:00,Guaranteed Rate Field,CHA,CLE
652,652,652,20230517,27.703113792936804,14.234000000000002,19:10:00,Fenway Park,BOS,SEA
653,653,653,20230517,6.248843293347183,15.938,19:10:00,Citi Field,NYN,TBA
654,654,654,20230517,15.186364025709867,21.855999999999995,19:10:00,Minute Maid Park,HOU,CHN
655,655,655,20230518,17.611860710452504,14.685999999999996,12:35:00,Oriole Park at Camden Yards,BAL,ANA
656,656,656,20230518,4.61113277823659,13.980000000000002,13:10:00,Guaranteed Rate Field,CHA,CLE
657,657,657,20230518,6.248843293347183,15.164,13:10:00,Citi Field,NYN,TBA
658,658,658,20230518,9.157714010995129,24.37,13:10:00,loanDepot park,MIA,WAS
659,659,659,20230518,32.23702200570286,16.539999999999996,18:45:00,Busch Stadium,SLN,LAN
660,660,660,20230518,15.774800171633434,14.431818181818182,19:07:00,Rogers Centre,TOR,NYA
661,661,661,20230519,7.751348444711917,13.170000000000002,18:35:00,PNC Park,PIT,ARI
662,662,662,20230519,0.3134927017883318,16.250000000000004,18:38:00,Angel Stadium,ANA,MIN
663,663,663,20230519,9.974879090845302,14.822000000000005,18:40:00,Great American Ball Park,CIN,NYA
664,664,664,20230519,41.07715580709403,18.106,18:40:00,Petco Park,SDN,BOS
665,665,665,20230519,3.143424331409608,22.719999999999995,18:40:00,Tropicana Field,TBA,MIL
666,666,666,20230519,17.468729463913196,21.706,19:05:00,Globe Life Field,TEX,COL
667,667,667,20230519,13.18177381018258,14.408,19:05:00,Citizens Bank Park,PHI,CHN
668,668,668,20230519,45.27557505922832,18.540000000000003,19:05:00,Nationals Park,WAS,DET
669,669,669,20230519,3.1424165729436893,14.27906976744186,19:07:00,Rogers Centre,TOR,BAL
670,670,670,20230519,4.61113277823659,14.14,19:10:00,Guaranteed Rate Field,CHA,KCA
671,671,671,20230519,9.3386983924654,15.309999999999995,19:10:00,Citi Field,NYN,CLE
672,672,672,20230519,13.57747117860243,22.066000000000003,19:10:00,Minute Maid Park,HOU,OAK
673,673,673,20230519,32.23702200570286,17.464000000000002,19:15:00,Busch Stadium,SLN,LAN
674,674,674,20230519,42.4981236078832,16.203999999999997,19:15:00,Oracle Park,SFN,MIA
675,675,675,20230519,12.667254671256158,16.14,19:20:00,Truist Park,ATL,SEA
676,676,676,20230520,42.4981236078832,16.430000000000003,13:05:00,Oracle Park,SFN,MIA
677,677,677,20230520,4.61113277823659,13.784,13:10:00,Guaranteed Rate Field,CHA,KCA
678,678,678,20230520,17.468729463913196,21.290000000000006,15:05:00,Globe Life Field,TEX,COL
679,679,679,20230520,3.1424165729436893,13.255813953488373,15:07:00,Rogers Centre,TOR,BAL
680,680,680,20230520,13.57747117860243,22.072,15:10:00,Minute Maid Park,HOU,OAK
681,681,681,20230520,13.18177381018258,15.19,16:05:00,Citizens Bank Park,PHI,CHN
682,682,682,20230520,7.751348444711917,13.246,16:05:00,PNC Park,PIT,ARI
683,683,683,20230520,45.27557505922832,19.688,16:05:00,Nationals Park,WAS,DET
684,684,684,20230520,9.974879090845302,15.006000000000002,16:10:00,Great American Ball Park,CIN,NYA
685,685,685,20230520,9.3386983924654,15.645999999999995,16:10:00,Citi Field,NYN,CLE
686,686,686,20230520,3.143424331409608,23.070000000000004,16:10:00,Tropicana Field,TBA,MIL
687,687,687,20230520,32.23702200570286,17.29799999999999,18:15:00,Busch Stadium,SLN,LAN
688,688,688,20230520,0.3134927017883318,16.45510204081633,19:07:00,Angel Stadium,ANA,MIN
689,689,689,20230520,41.07715580709403,18.206,19:10:00,Petco Park,SDN,BOS
690,690,690,20230520,12.667254671256158,16.768888888888885,19:15:00,Truist Park,ATL,SEA
691,691,691,20230521,9.974879090845302,14.741999999999996,11:35:00,Great American Ball Park,CIN,NYA
692,692,692,20230521,42.4981236078832,16.086,13:05:00,Oracle Park,SFN,MIA
693,693,693,20230521,0.3134927017883318,16.482000000000003,13:07:00,Angel Stadium,ANA,MIN
694,694,694,20230521,4.61113277823659,14.586,13:10:00,Guaranteed Rate Field,CHA,KCA
695,695,695,20230521,41.07715580709403,18.118,13:10:00,Petco Park,SDN,BOS
696,696,696,20230521,13.57747117860243,22.546,13:10:00,Minute Maid Park,HOU,OAK
697,697,697,20230521,32.23702200570286,16.732000000000003,13:15:00,Busch Stadium,SLN,LAN
698,698,698,20230521,12.667254671256158,16.575555555555553,13:30:00,Truist Park,ATL,SEA
699,699,699,20230521,17.468729463913196,21.532000000000004,13:35:00,Globe Life Field,TEX,COL
700,700,700,20230521,13.18177381018258,14.574000000000002,13:35:00,Citizens Bank Park,PHI,CHN
701,701,701,20230521,7.751348444711917,13.464,13:35:00,PNC Park,PIT,ARI
702,702,702,20230521,45.27557505922832,19.082,13:35:00,Nationals Park,WAS,DET
703,703,703,20230521,3.1424165729436893,12.19047619047619,13:37:00,Rogers Centre,TOR,BAL
704,704,704,20230521,3.143424331409608,23.317999999999994,13:40:00,Tropicana Field,TBA,MIL
705,705,705,20230521,9.3386983924654,15.606,19:08:00,Citi Field,NYN,CLE
706,706,706,20230522,10.622125367739802,14.235999999999995,18:10:00,Progressive Field,CLE,CHA
707,707,707,20230522,42.9252939530526,13.348000000000004,18:35:00,PNC Park,PIT,TEX
708,708,708,20230522,28.20111908029519,16.369999999999994,18:38:00,Angel Stadium,ANA,BOS
709,709,709,20230522,27.24046288924512,13.656,18:40:00,Target Field,MIN,SFN
710,710,710,20230522,24.996872009432444,16.095555555555556,18:40:00,Coors Field,COL,MIA
711,711,711,20230522,12.614759124790892,15.084,18:40:00,Citizens Bank Park,PHI,ARI
712,712,712,20230522,5.240304839475177,14.381999999999998,18:40:00,Great American Ball Park,CIN,SLN
713,713,713,20230522,27.81792322691206,18.04666666666667,18:40:00,Kauffman Stadium,KCA,DET
714,714,714,20230522,25.93603282111133,14.424,18:40:00,American Family Field,MIL,HOU
715,715,715,20230522,19.302215567748146,12.939999999999998,18:40:00,TMobile Park,SEA,OAK
716,716,716,20230522,13.219550385668322,23.264,18:40:00,Tropicana Field,TBA,TOR
717,717,717,20230522,38.15004106758873,17.322222222222226,19:20:00,Truist Park,ATL,LAN
718,718,718,20230523,10.622125367739802,14.384,18:10:00,Progressive Field,CLE,CHA
719,719,719,20230523,42.9252939530526,13.834,18:35:00,PNC Park,PIT,TEX
720,720,720,20230523,28.20111908029519,16.266,18:38:00,Angel Stadium,ANA,BOS
721,721,721,20230523,27.24046288924512,14.622,18:40:00,Target Field,MIN,SFN
722,722,722,20230523,24.996872009432444,16.166666666666668,18:40:00,Coors Field,COL,MIA
723,723,723,20230523,12.614759124790892,16.242000000000004,18:40:00,Citizens Bank Park,PHI,ARI
724,724,724,20230523,5.240304839475177,15.108000000000002,18:40:00,Great American Ball Park,CIN,SLN
725,725,725,20230523,12.656791803075942,17.129999999999995,18:40:00,Wrigley Field,CHN,NYN
726,726,726,20230523,27.81792322691206,18.065217391304344,18:40:00,Kauffman Stadium,KCA,DET
727,727,727,20230523,25.93603282111133,14.686000000000002,18:40:00,American Family Field,MIL,HOU
728,728,728,20230523,19.302215567748146,13.351999999999997,18:40:00,TMobile Park,SEA,OAK
729,729,729,20230523,13.219550385668322,23.71599999999999,18:40:00,Tropicana Field,TBA,TOR
730,730,730,20230523,7.787186470646386,17.355999999999998,19:05:00,Yankee Stadium,NYA,BAL
731,731,731,20230523,11.028082734042922,20.551999999999992,19:05:00,Nationals Park,WAS,SDN
732,732,732,20230523,38.15004106758873,17.779999999999994,19:20:00,Truist Park,ATL,LAN
733,733,733,20230524,27.24046288924512,13.530000000000005,12:10:00,Target Field,MIN,SFN
734,734,734,20230524,25.93603282111133,14.336,12:10:00,American Family Field,MIL,HOU
735,735,735,20230524,42.9252939530526,14.012000000000002,12:35:00,PNC Park,PIT,TEX
736,736,736,20230524,12.614759124790892,16.603999999999996,13:05:00,Citizens Bank Park,PHI,ARI
737,737,737,20230524,10.622125367739802,14.524,13:10:00,Progressive Field,CLE,CHA
738,738,738,20230524,28.20111908029519,16.344,18:38:00,Angel Stadium,ANA,BOS
739,739,739,20230524,24.996872009432444,16.813333333333336,18:40:00,Coors Field,COL,MIA
740,740,740,20230524,5.240304839475177,15.908000000000008,18:40:00,Great American Ball Park,CIN,SLN
741,741,741,20230524,12.656791803075942,16.194000000000006,18:40:00,Wrigley Field,CHN,NYN
742,742,742,20230524,27.81792322691206,18.05227272727272,18:40:00,Kauffman Stadium,KCA,DET
743,743,743,20230524,19.302215567748146,13.405999999999995,18:40:00,TMobile Park,SEA,OAK
744,744,744,20230524,13.219550385668322,23.856,18:40:00,Tropicana Field,TBA,TOR
745,745,745,20230524,7.787186470646386,18.622,19:05:00,Yankee Stadium,NYA,BAL
746,746,746,20230524,11.028082734042922,20.578,19:05:00,Nationals Park,WAS,SDN
747,747,747,20230524,38.15004106758873,17.48,19:20:00,Truist Park,ATL,LAN
748,748,748,20230525,5.240304839475177,15.702,12:35:00,Great American Ball Park,CIN,SLN
749,749,749,20230525,24.996872009432444,17.062222222222218,13:10:00,Coors Field,COL,MIA
750,750,750,20230525,13.219550385668322,23.882,13:10:00,Tropicana Field,TBA,TOR
751,751,751,20230525,11.028082734042922,19.926,16:05:00,Nationals Park,WAS,SDN
752,752,752,20230525,12.656791803075942,16.708,18:40:00,Wrigley Field,CHN,NYN
753,753,753,20230525,11.952526845657417,17.109999999999996,18:40:00,Comerica Park,DET,CHA
754,754,754,20230525,31.563680689374085,14.124000000000002,18:40:00,American Family Field,MIL,SFN
755,755,755,20230525,19.302215567748146,13.517999999999995,18:40:00,TMobile Park,SEA,OAK
756,756,756,20230525,7.787186470646386,17.974,19:05:00,Yankee Stadium,NYA,BAL
757,757,757,20230525,12.648738326881654,17.468888888888888,19:20:00,Truist Park,ATL,PHI
758,758,758,20230526,4.1831514575188,16.712,13:20:00,Wrigley Field,CHN,CIN
759,759,759,20230526,24.82353387613869,16.418000000000003,18:38:00,Angel Stadium,ANA,MIA
760,760,760,20230526,11.088647135001905,13.487999999999998,18:40:00,Oakland Coliseum,OAK,HOU
761,761,761,20230526,29.82789397185988,17.457777777777775,18:40:00,Coors Field,COL,NYN
762,762,762,20230526,35.941419355493736,27.006,18:40:00,Chase Field,ARI,BOS
763,763,763,20230526,11.952526845657417,16.95102040816326,18:40:00,Comerica Park,DET,CHA
764,764,764,20230526,41.00737040220612,23.958,18:40:00,Tropicana Field,TBA,LAN
765,765,765,20230526,13.74250485485858,18.28,19:05:00,Yankee Stadium,NYA,SDN
766,766,766,20230526,46.46891232664327,16.876,19:05:00,Oriole Park at Camden Yards,BAL,TEX
767,767,767,20230526,20.22846746297878,14.169999999999998,19:10:00,Target Field,MIN,TOR
768,768,768,20230526,11.26458615368251,18.12888888888889,19:10:00,Kauffman Stadium,KCA,WAS
769,769,769,20230526,31.563680689374085,15.040000000000004,19:10:00,American Family Field,MIL,SFN
770,770,770,20230526,47.78872963692501,13.228,19:10:00,TMobile Park,SEA,PIT
771,771,771,20230526,6.470923577997366,14.716,19:10:00,Progressive Field,CLE,SLN
772,772,772,20230526,12.648738326881654,17.773333333333326,19:20:00,Truist Park,ATL,PHI
773,773,773,20230527,13.74250485485858,18.166,13:05:00,Yankee Stadium,NYA,SDN
774,774,774,20230527,11.088647135001905,13.607999999999995,13:07:00,Oakland Coliseum,OAK,HOU
775,775,775,20230527,20.22846746297878,14.929999999999993,13:10:00,Target Field,MIN,TOR
776,776,776,20230527,11.952526845657417,18.396000000000004,13:10:00,Comerica Park,DET,CHA
777,777,777,20230527,47.78872963692501,13.449999999999996,13:10:00,TMobile Park,SEA,PIT
778,778,778,20230527,11.26458615368251,18.72325581395349,15:10:00,Kauffman Stadium,KCA,WAS
779,779,779,20230527,31.563680689374085,14.653999999999996,15:10:00,American Family Field,MIL,SFN
780,780,780,20230527,46.46891232664327,16.282000000000004,16:05:00,Oriole Park at Camden Yards,BAL,TEX
781,781,781,20230527,12.648738326881654,17.964444444444446,16:10:00,Truist Park,ATL,PHI
782,782,782,20230527,41.00737040220612,24.106,16:10:00,Tropicana Field,TBA,LAN
783,783,783,20230527,35.941419355493736,27.89800000000001,16:15:00,Chase Field,ARI,BOS
784,784,784,20230527,4.1831514575188,17.691999999999997,18:15:00,Wrigley Field,CHN,CIN
785,785,785,20230527,24.82353387613869,16.414583333333336,19:07:00,Angel Stadium,ANA,MIA
786,786,786,20230527,29.82789397185988,17.819999999999997,19:10:00,Coors Field,COL,NYN
787,787,787,20230527,6.470923577997366,15.009999999999998,19:15:00,Progressive Field,CLE,SLN
788,788,788,20230528,41.00737040220612,24.315999999999995,11:35:00,Tropicana Field,TBA,LAN
789,789,789,20230528,11.088647135001905,14.007999999999996,13:07:00,Oakland Coliseum,OAK,HOU
790,790,790,20230528,24.82353387613869,16.84400000000001,13:07:00,Angel Stadium,ANA,MIA
791,791,791,20230528,20.22846746297878,15.296000000000005,13:10:00,Target Field,MIN,TOR
792,792,792,20230528,29.82789397185988,17.21818181818182,13:10:00,Coors Field,COL,NYN
793,793,793,20230528,35.941419355493736,28.206000000000003,13:10:00,Chase Field,ARI,BOS
794,794,794,20230528,11.26458615368251,18.85348837209302,13:10:00,Kauffman Stadium,KCA,WAS
795,795,795,20230528,31.563680689374085,15.574000000000003,13:10:00,American Family Field,MIL,SFN
796,796,796,20230528,47.78872963692501,13.468,13:10:00,TMobile Park,SEA,PIT
797,797,797,20230528,4.1831514575188,18.068,13:20:00,Wrigley Field,CHN,CIN
798,798,798,20230528,13.74250485485858,18.88,13:35:00,Yankee Stadium,NYA,SDN
799,799,799,20230528,46.46891232664327,16.639999999999997,13:35:00,Oriole Park at Camden Yards,BAL,TEX
800,800,800,20230528,11.952526845657417,18.726,13:40:00,Comerica Park,DET,CHA
801,801,801,20230528,6.470923577997366,15.93,13:40:00,Progressive Field,CLE,SLN
802,802,802,20230528,12.648738326881654,18.413333333333338,19:08:00,Truist Park,ATL,PHI
803,803,803,20230529,7.123972755598453,17.628,13:05:00,Oriole Park at Camden Yards,BAL,CLE
804,804,804,20230529,25.85485097425755,27.966000000000008,13:10:00,Chase Field,ARI,COL
805,805,805,20230529,39.63167330051734,18.868,13:10:00,Comerica Park,DET,TEX
806,806,806,20230529,8.053206512536223,18.814,13:15:00,Busch Stadium,SLN,KCA
807,807,807,20230529,8.438830446358109,18.378000000000004,13:20:00,Wrigley Field,CHN,TBA
808,808,808,20230529,47.30233427220212,16.542000000000005,14:05:00,Oracle Park,SFN,PIT
809,809,809,20230529,13.887445640693716,23.308,15:10:00,Minute Maid Park,HOU,MIN
810,810,810,20230529,45.27557505922832,13.698000000000002,17:07:00,Oakland Coliseum,OAK,ATL
811,811,811,20230529,33.77093697065975,20.56363636363636,18:10:00,Dodger Stadium,LAN,WAS
812,812,812,20230529,29.13230161024106,13.574000000000002,18:40:00,TMobile Park,SEA,NYA
813,813,813,20230529,6.465480957564137,16.251999999999992,19:10:00,Guaranteed Rate Field,CHA,ANA
814,814,814,20230530,45.27557505922832,13.70816326530612,18:40:00,Oakland Coliseum,OAK,ATL
815,815,815,20230530,25.85485097425755,28.714,18:40:00,Chase Field,ARI,COL
816,816,816,20230530,17.680731247656045,25.428,18:40:00,loanDepot park,MIA,SDN
817,817,817,20230530,39.63167330051734,19.13061224489796,18:40:00,Comerica Park,DET,TEX
818,818,818,20230530,29.13230161024106,13.944,18:40:00,TMobile Park,SEA,NYA
819,819,819,20230530,8.053206512536223,19.032,18:45:00,Busch Stadium,SLN,KCA
820,820,820,20230530,47.30233427220212,16.497959183673462,18:45:00,Oracle Park,SFN,PIT
821,821,821,20230530,7.123972755598453,17.336,19:05:00,Oriole Park at Camden Yards,BAL,CLE
822,822,822,20230530,8.438830446358109,18.782,19:05:00,Wrigley Field,CHN,TBA
823,823,823,20230530,17.882712685504025,11.097560975609756,19:07:00,Rogers Centre,TOR,MIL
824,824,824,20230530,6.465480957564137,16.696000000000005,19:10:00,Guaranteed Rate Field,CHA,ANA
825,825,825,20230530,19.45651801485139,16.91,19:10:00,Fenway Park,BOS,CIN
826,826,826,20230530,33.77093697065975,21.41363636363636,19:10:00,Dodger Stadium,LAN,WAS
827,827,827,20230530,0.0,18.006,19:10:00,Citi Field,NYN,PHI
828,828,828,20230530,13.887445640693716,23.39,19:10:00,Minute Maid Park,HOU,MIN
829,829,829,20230531,45.27557505922832,13.916,12:37:00,Oakland Coliseum,OAK,ATL
830,830,830,20230531,47.30233427220212,16.602,12:45:00,Oracle Park,SFN,PIT
831,831,831,20230531,6.465480957564137,16.691999999999997,13:10:00,Guaranteed Rate Field,CHA,ANA
832,832,832,20230531,33.77093697065975,20.786363636363635,13:10:00,Dodger Stadium,LAN,WAS
833,833,833,20230531,39.63167330051734,19.420408163265307,13:10:00,Comerica Park,DET,TEX
834,834,834,20230531,8.438830446358109,18.852,13:20:00,Wrigley Field,CHN,TBA
835,835,835,20230531,7.123972755598453,18.276,15:05:00,Oriole Park at Camden Yards,BAL,CLE
836,836,836,20230531,25.85485097425755,28.806000000000004,18:40:00,Chase Field,ARI,COL
837,837,837,20230531,17.680731247656045,25.52800000000001,18:40:00,loanDepot park,MIA,SDN
838,838,838,20230531,29.13230161024106,13.932000000000002,18:40:00,TMobile Park,SEA,NYA
839,839,839,20230531,17.882712685504025,11.27906976744186,19:07:00,Rogers Centre,TOR,MIL
840,840,840,20230531,19.45651801485139,17.171999999999997,19:10:00,Fenway Park,BOS,CIN
841,841,841,20230531,0.0,18.134,19:10:00,Citi Field,NYN,PHI
842,842,842,20230531,13.887445640693716,23.564,19:10:00,Minute Maid Park,HOU,MIN
843,843,843,20230601,25.85485097425755,29.110000000000003,12:40:00,Chase Field,ARI,COL
844,844,844,20230601,17.882712685504025,9.83720930232558,13:07:00,Rogers Centre,TOR,MIL
845,845,845,20230601,0.0,19.264000000000003,13:10:00,Citi Field,NYN,PHI
846,846,846,20230601,17.680731247656045,25.570000000000007,13:10:00,loanDepot park,MIA,SDN
847,847,847,20230601,10.564081827542132,14.872000000000003,18:40:00,Target Field,MIN,CLE
848,848,848,20230601,19.45651801485139,18.08,19:10:00,Fenway Park,BOS,CIN
849,849,849,20230601,15.365526844422988,23.68,19:10:00,Minute Maid Park,HOU,ANA
850,850,850,20230602,13.991876202297226,16.358,17:10:00,Great American Ball Park,CIN,MIL
851,851,851,20230602,35.48281638107327,29.524,18:40:00,Chase Field,ARI,ATL
852,852,852,20230602,30.955967156198977,18.636,18:40:00,Petco Park,SDN,CHN
853,853,853,20230602,28.16089935674106,25.508,18:40:00,loanDepot park,MIA,OAK
854,854,854,20230602,35.131938493216246,23.36,19:05:00,Globe Life Field,TEX,SEA
855,855,855,20230602,8.374199672210844,15.184000000000005,19:05:00,PNC Park,PIT,SLN
856,856,856,20230602,3.681430439642357,22.312,19:05:00,Nationals Park,WAS,PHI
857,857,857,20230602,34.8719248421398,15.752000000000002,19:10:00,Guaranteed Rate Field,CHA,DET
858,858,858,20230602,10.564081827542132,14.178000000000004,19:10:00,Target Field,MIN,CLE
859,859,859,20230602,8.392640631242774,16.905999999999995,19:10:00,Fenway Park,BOS,TBA
860,860,860,20230602,24.273472753496208,21.06363636363637,19:10:00,Dodger Stadium,LAN,NYA
861,861,861,20230602,15.693633190191507,18.712,19:10:00,Citi Field,NYN,TOR
862,862,862,20230602,7.414304489284394,18.789130434782606,19:10:00,Kauffman Stadium,KCA,COL
863,863,863,20230602,15.365526844422988,24.07,19:10:00,Minute Maid Park,HOU,ANA
864,864,864,20230602,40.90401431438996,16.695999999999998,19:15:00,Oracle Park,SFN,BAL
865,865,865,20230603,34.8719248421398,15.241999999999996,13:10:00,Guaranteed Rate Field,CHA,DET
866,866,866,20230603,8.392640631242774,16.450000000000003,13:10:00,Fenway Park,BOS,TBA
867,867,867,20230603,35.131938493216246,23.388,15:05:00,Globe Life Field,TEX,SEA
868,868,868,20230603,7.414304489284394,18.99333333333333,15:10:00,Kauffman Stadium,KCA,COL
869,869,869,20230603,15.365526844422988,23.976000000000003,15:10:00,Minute Maid Park,HOU,ANA
870,870,870,20230603,8.374199672210844,14.537999999999997,16:05:00,PNC Park,PIT,SLN
871,871,871,20230603,3.681430439642357,20.58,16:05:00,Nationals Park,WAS,PHI
872,872,872,20230603,13.991876202297226,16.449999999999996,16:10:00,Great American Ball Park,CIN,MIL
873,873,873,20230603,15.693633190191507,18.122,16:10:00,Citi Field,NYN,TOR
874,874,874,20230603,28.16089935674106,25.112,16:10:00,loanDepot park,MIA,OAK
875,875,875,20230603,24.273472753496208,20.995454545454542,16:15:00,Dodger Stadium,LAN,NYA
876,876,876,20230603,8.392640631242774,16.450000000000003,18:10:00,Fenway Park,BOS,TBA
877,877,877,20230603,10.564081827542132,14.960000000000004,18:15:00,Target Field,MIN,CLE
878,878,878,20230603,40.90401431438996,16.812,19:05:00,Oracle Park,SFN,BAL
879,879,879,20230603,35.48281638107327,29.610000000000014,19:10:00,Chase Field,ARI,ATL
880,880,880,20230603,30.955967156198977,18.94,19:10:00,Petco Park,SDN,CHN
881,881,881,20230604,8.374199672210844,14.381999999999996,11:35:00,PNC Park,PIT,SLN
882,882,882,20230604,40.90401431438996,17.168000000000003,13:05:00,Oracle Park,SFN,BAL
883,883,883,20230604,34.8719248421398,16.327999999999996,13:10:00,Guaranteed Rate Field,CHA,DET
884,884,884,20230604,10.564081827542132,15.684000000000005,13:10:00,Target Field,MIN,CLE
885,885,885,20230604,35.48281638107327,30.00399999999999,13:10:00,Chase Field,ARI,ATL
886,886,886,20230604,30.955967156198977,18.678,13:10:00,Petco Park,SDN,CHN
887,887,887,20230604,7.414304489284394,19.862222222222226,13:10:00,Kauffman Stadium,KCA,COL
888,888,888,20230604,15.365526844422988,24.47,13:10:00,Minute Maid Park,HOU,ANA
889,889,889,20230604,35.131938493216246,23.944000000000003,13:35:00,Globe Life Field,TEX,SEA
890,890,890,20230604,8.392640631242774,16.126000000000005,13:35:00,Fenway Park,BOS,TBA
891,891,891,20230604,3.681430439642357,21.132,13:35:00,Nationals Park,WAS,PHI
892,892,892,20230604,13.991876202297226,16.307999999999996,13:40:00,Great American Ball Park,CIN,MIL
893,893,893,20230604,15.693633190191507,18.122000000000003,13:40:00,Citi Field,NYN,TOR
894,894,894,20230604,28.16089935674106,25.46400000000001,13:40:00,loanDepot park,MIA,OAK
895,895,895,20230604,24.273472753496208,21.43636363636364,16:08:00,Dodger Stadium,LAN,NYA
896,896,896,20230605,47.1527948371245,17.204,18:40:00,Citizens Bank Park,PHI,DET
897,897,897,20230605,30.955967156198977,18.578,18:40:00,Petco Park,SDN,CHN
898,898,898,20230605,16.80094257850353,25.826000000000004,18:40:00,loanDepot park,MIA,KCA
899,899,899,20230605,13.737412286855085,23.89400000000001,19:05:00,Globe Life Field,TEX,SLN
900,900,900,20230605,24.82353387613869,15.004,19:05:00,PNC Park,PIT,OAK
901,901,901,20230605,34.23751337341144,10.0,19:07:00,Rogers Centre,TOR,HOU
902,902,902,20230605,13.991876202297226,16.736,19:10:00,Great American Ball Park,CIN,MIL
903,903,903,20230606,17.20449248363717,16.995999999999995,18:38:00,Angel Stadium,ANA,CHN
904,904,904,20230606,14.413448433526584,21.175555555555555,18:40:00,Coors Field,COL,SFN
905,905,905,20230606,47.1527948371245,17.605999999999998,18:40:00,Citizens Bank Park,PHI,DET
906,906,906,20230606,20.07281169830585,18.487999999999992,18:40:00,Petco Park,SDN,SEA
907,907,907,20230606,16.80094257850353,25.988000000000003,18:40:00,loanDepot park,MIA,KCA
908,908,908,20230606,6.470923577997366,17.785999999999998,18:40:00,American Family Field,MIL,BAL
909,909,909,20230606,25.352941742805992,25.054,18:40:00,Tropicana Field,TBA,MIN
910,910,910,20230606,3.2103809826111607,19.052,19:05:00,Yankee Stadium,NYA,CHA
911,911,911,20230606,13.737412286855085,24.128,19:05:00,Globe Life Field,TEX,SLN
912,912,912,20230606,24.82353387613869,15.856,19:05:00,PNC Park,PIT,OAK
913,913,913,20230606,11.028082734042922,21.899999999999995,19:05:00,Nationals Park,WAS,ARI
914,914,914,20230606,34.23751337341144,9.727272727272728,19:07:00,Rogers Centre,TOR,HOU
915,915,915,20230606,37.93619272379522,16.882,19:10:00,Great American Ball Park,CIN,LAN
916,916,916,20230606,5.532829927521393,16.477999999999994,19:10:00,Progressive Field,CLE,BOS
917,917,917,20230606,11.07837796040681,19.026666666666664,19:20:00,Truist Park,ATL,NYN
918,918,918,20230607,24.82353387613869,16.586,12:35:00,PNC Park,PIT,OAK
919,919,919,20230607,20.07281169830585,18.63061224489795,13:10:00,Petco Park,SDN,SEA
920,920,920,20230607,47.1527948371245,18.216,18:05:00,Citizens Bank Park,PHI,DET
921,921,921,20230607,17.20449248363717,17.209999999999994,18:38:00,Angel Stadium,ANA,CHN
922,922,922,20230607,14.413448433526584,20.137777777777778,18:40:00,Coors Field,COL,SFN
923,923,923,20230607,16.80094257850353,25.732000000000006,18:40:00,loanDepot park,MIA,KCA
924,924,924,20230607,6.470923577997366,17.72,18:40:00,American Family Field,MIL,BAL
925,925,925,20230607,25.352941742805992,25.088,18:40:00,Tropicana Field,TBA,MIN
926,926,926,20230607,3.2103809826111607,19.124,19:05:00,Yankee Stadium,NYA,CHA
927,927,927,20230607,13.737412286855085,24.228000000000005,19:05:00,Globe Life Field,TEX,SLN
928,928,928,20230607,11.028082734042922,22.340000000000003,19:05:00,Nationals Park,WAS,ARI
929,929,929,20230607,34.23751337341144,9.232558139534884,19:07:00,Rogers Centre,TOR,HOU
930,930,930,20230607,37.93619272379522,18.102000000000004,19:10:00,Great American Ball Park,CIN,LAN
931,931,931,20230607,5.532829927521393,17.182,19:10:00,Progressive Field,CLE,BOS
932,932,932,20230607,11.07837796040681,19.17555555555556,19:20:00,Truist Park,ATL,NYN
933,933,933,20230608,37.93619272379522,17.668000000000003,12:35:00,Great American Ball Park,CIN,LAN
934,934,934,20230608,11.028082734042922,23.148,13:05:00,Nationals Park,WAS,ARI
935,935,935,20230608,14.413448433526584,19.88409090909091,13:10:00,Coors Field,COL,SFN
936,936,936,20230608,6.470923577997366,17.41,13:10:00,American Family Field,MIL,BAL
937,937,937,20230608,25.352941742805992,25.042,13:10:00,Tropicana Field,TBA,MIN
938,938,938,20230608,17.20449248363717,17.072,18:38:00,Angel Stadium,ANA,CHN
939,939,939,20230608,3.2103809826111607,21.06,19:05:00,Yankee Stadium,NYA,CHA
